title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score
Sol Levante,MOVIE,2020,,4,['scifi'],['JP'],,,
The Underclass,SHOW,2020,TV-MA,55,['drama'],['TH'],1.0,tt12666950,6.4
Merry Men 2: Another Mission,MOVIE,2019,,114,"['comedy', 'action']",['NG'],,tt11417930,6.4
Ahaan,MOVIE,2019,,81,"['drama', 'comedy']",['IN'],,tt10833732,7.0
Simon Amstell: Set Free,MOVIE,2019,,51,['comedy'],['US'],,tt10687642,6.5
Cricket Fever: Mumbai Indians,SHOW,2019,TV-MA,38,"['documentation', 'sport']",['IN'],1.0,tt8531592,7.2
Romeo Akbar Walter,MOVIE,2019,,139,"['thriller', 'drama', 'action']",['IN'],,tt8550208,6.6
Angela's Christmas Wish,MOVIE,2020,G,47,"['animation', 'comedy', 'drama', 'family']","['IE', 'US']",,tt13260836,7.1
Dolly Kitty and Those Twinkling Stars,MOVIE,2019,R,120,"['drama', 'comedy']",['IN'],,tt9176296,5.5
Bridezilla,MOVIE,2019,,93,"['romance', 'drama', 'comedy']",['ID'],,tt10589924,6.1
Father Soldier Son,MOVIE,2020,R,99,"['war', 'documentation']",['US'],,tt12187586,7.3
Alelí,MOVIE,2019,,88,"['comedy', 'drama']",['UY'],,tt10984818,6.3
The Magic School Bus Rides Again: Kids in Space,MOVIE,2020,,45,"['action', 'family', 'animation', 'comedy', 'scifi']",['CA'],,tt12730310,5.9
Shawn Mendes: Live in Concert,MOVIE,2020,PG,87,"['documentation', 'music']",['CA'],,tt13528990,7.1
Firebrand,MOVIE,2019,,116,['drama'],['IN'],,tt8852536,5.1
Serious Men,MOVIE,2020,,115,"['comedy', 'drama']",['IN'],,tt10230414,6.8
Furtive,MOVIE,2020,,84,['thriller'],['AR'],,tt11287390,5.1
Upstarts,MOVIE,2019,,112,"['drama', 'comedy']",['IN'],,tt11066130,6.7
House Arrest,MOVIE,2019,,104,['comedy'],['IN'],,tt11163028,5.5
Illegal Woman,MOVIE,2020,,119,"['drama', 'crime', 'european']",['ES'],,tt10101806,6.2
The Unremarkable Juanquini,SHOW,2020,TV-MA,30,['comedy'],['CO'],2.0,tt12189308,4.3
Ghosts of Sugar Land,MOVIE,2019,,21,['documentation'],['US'],,,
Tootsies & The Fake,MOVIE,2019,,108,['comedy'],['TH'],,tt11280100,5.9
Sugar Rush,MOVIE,2019,,120,"['action', 'comedy']",['GB'],,tt11430264,6.7
Varane Avashyamund,MOVIE,2020,,145,"['comedy', 'romance', 'family', 'drama']",['IN'],,tt11531530,6.9
"Colin Quinn: Red State, Blue State",MOVIE,2019,,65,['comedy'],['US'],,tt10403090,7.6
Tijuana,SHOW,2019,TV-14,41,"['drama', 'crime']",['MX'],1.0,tt8027624,6.9
The Rope Curse 2,MOVIE,2020,,104,['horror'],[],,tt13212006,4.7
Shimla Mirchi,MOVIE,2020,,129,"['romance', 'comedy']",['IN'],,tt4486148,4.6
Love,MOVIE,2020,,91,"['thriller', 'drama']",['IN'],,tt12573294,7.0
Juman,SHOW,2019,TV-PG,40,"['romance', 'drama']",['KW'],1.0,tt12567164,5.2
Santana,MOVIE,2020,,106,"['action', 'drama', 'crime']","['AO', 'ZA']",,tt11769162,3.9
The Legacy of the Bones,MOVIE,2019,,121,"['crime', 'thriller', 'european']",['ES'],,tt7304802,6.3
Nneka the Pretty Serpent,MOVIE,2020,,140,"['horror', 'fantasy']",['NG'],,tt13809646,3.8
YooHoo to the Rescue,SHOW,2019,TV-Y,13,['family'],[],3.0,tt9817288,6.8
The Most Dangerous Man in Europe,MOVIE,2020,,68,"['documentation', 'history', 'war']",['ES'],,tt11564588,6.8
Not a Game,MOVIE,2020,,92,"['documentation', 'drama']",['ES'],,tt14637704,
Sing On! Germany,SHOW,2020,,38,"['reality', 'music']",['DE'],1.0,tt12748264,5.4
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,2019,PG-13,13,['documentation'],['US'],,tt11151792,7.1
Mutiny of the Worker Bees,MOVIE,2020,,100,['comedy'],['MX'],,tt9014248,4.0
Blanche Gardin - Bonne nuit Blanche,MOVIE,2019,,95,['comedy'],['FR'],,,
Sing On!,SHOW,2020,TV-G,36,"['reality', 'music']",['US'],1.0,tt12923734,6.4
Indoo Ki Jawani,MOVIE,2020,,115,"['comedy', 'drama']",['IN'],,tt13755582,3.0
Living Undocumented,SHOW,2019,TV-MA,42,['documentation'],['US'],1.0,tt10977486,6.7
Rogue Warfare: The Hunt,MOVIE,2019,R,103,['action'],['US'],,tt7983712,3.1
Once Again,MOVIE,2019,,101,"['drama', 'romance', 'european']","['DE', 'IN', 'AT']",,tt5228192,7.0
Drive,MOVIE,2019,,147,"['thriller', 'crime', 'drama', 'action']",['IN'],,tt6593054,3.7
Whispers,SHOW,2020,TV-PG,41,['drama'],['SA'],2.0,,
A Second Chance: Rivals!,MOVIE,2019,PG,89,"['family', 'drama', 'sport']",['AU'],,tt9810420,4.7
Paava Kadhaigal,SHOW,2020,,118,"['drama', 'family']",['IN'],1.0,tt13206988,8.1
Eggnoid: Love & Time Portal,MOVIE,2019,,102,"['drama', 'fantasy', 'romance', 'scifi']",[],,tt10640262,6.2
The Devil Punisher,SHOW,2020,,70,"['scifi', 'fantasy', 'romance']",['TW'],1.0,tt13317376,5.9
StarBeam,SHOW,2020,TV-Y,13,[],['CA'],4.0,,
Almost Love,MOVIE,2019,,94,"['comedy', 'drama', 'romance']",['US'],,tt8739582,5.7
Ari Eldjárn: Pardon My Icelandic,MOVIE,2020,,54,['comedy'],['IS'],,,
The Trap,MOVIE,2019,,90,['comedy'],['US'],,tt5990444,4.3
Guillermo Vilas: Settling the Score,MOVIE,2020,,94,"['documentation', 'sport']",['AR'],,tt13150564,7.1
The 3rd Eye 2,MOVIE,2019,,115,"['horror', 'thriller', 'fantasy', 'drama']",['ID'],,tt8890582,5.3
Guatemala: Heart of the Mayan World,MOVIE,2019,,66,['documentation'],"['GT', 'UY']",,tt11505398,6.6
Krishna and His Leela,MOVIE,2020,,125,"['comedy', 'romance']",[],,tt11773276,5.6
Nailed It! Mexico,SHOW,2019,TV-PG,32,['reality'],['MX'],3.0,tt9708588,6.2
Raat Akeli Hai,MOVIE,2020,,149,"['thriller', 'crime', 'drama']",['IN'],,tt12567088,7.3
The Spooky Tale of Captain Underpants Hack-a-Ween,MOVIE,2019,,45,"['comedy', 'family', 'animation', 'action']",['US'],,tt10945060,6.0
Country Ever After,SHOW,2020,TV-PG,24,"['reality', 'music']",['US'],1.0,tt12987872,6.3
Dogwashers,MOVIE,2020,,107,"['comedy', 'drama', 'crime']","['AR', 'CO']",,tt13248198,5.8
Mighty Little Bheem,SHOW,2019,TV-Y,6,"['comedy', 'family', 'fantasy', 'animation']",['US'],3.0,tt10050752,6.4
Hospital,MOVIE,2020,,89,['thriller'],['TW'],,,
The Day I Lost My Shadow,MOVIE,2019,,94,['drama'],"['QA', 'SY', 'FR', 'LB']",,tt8900142,6.1
Shanghai Fortress,MOVIE,2019,,107,"['scifi', 'war', 'action']",['CN'],,tt6628322,4.3
Thiago Ventura: POKAS,MOVIE,2020,,82,['comedy'],['BR'],,tt12547440,6.4
Graceful Friends,SHOW,2020,TV-MA,68,"['drama', 'crime']",['KR'],1.0,,
Rhyme Time Town,SHOW,2020,TV-Y,23,"['animation', 'comedy', 'family']",['US'],2.0,tt9165434,7.5
Hunter in the Blue Side of Manchester,MOVIE,2020,,89,['drama'],['ID'],,tt11710234,5.8
Sakho & Mangane,SHOW,2019,TV-MA,51,"['action', 'comedy']",['SN'],1.0,tt9391692,6.5
Bhaag Beanie Bhaag,SHOW,2020,,29,"['drama', 'comedy']",['IN'],1.0,,
Romance Doll,MOVIE,2020,,123,['drama'],['JP'],,,
Sitara,MOVIE,2019,,128,"['drama', 'animation']",['IN'],,tt7654668,8.0
Torbaaz,MOVIE,2020,,132,"['drama', 'thriller', 'action', 'sport']",['IN'],,tt7805960,7.0
Sam Jay: 3 in the Morning,MOVIE,2020,,64,['comedy'],[],,tt12689876,6.4
Feo pero Sabroso,MOVIE,2019,,90,['comedy'],['CO'],,tt10432682,4.3
Nothing to Lose 2,MOVIE,2019,PG-13,96,['drama'],['BR'],,tt10738914,3.8
Manmadhudu 2,MOVIE,2019,,155,"['comedy', 'drama', 'romance']",['IN'],,tt10076106,4.8
After the Raid,MOVIE,2019,,25,['documentation'],"['US', 'MX']",,,
Kevin Hart's Guide to Black History,MOVIE,2019,PG,63,['comedy'],['US'],,tt6373518,5.5
Crazy Awesome Teachers,MOVIE,2020,,101,"['comedy', 'drama']",['ID'],,tt10643918,6.2
"Coronavirus, Explained",SHOW,2020,TV-PG,23,['documentation'],['US'],1.0,tt12189310,7.6
Oh! Baby,MOVIE,2019,,161,['fantasy'],['IN'],,,
ReMastered: The Lion's Share,MOVIE,2019,PG-13,84,"['music', 'documentation']",['US'],,tt9046576,6.9
ReMastered: Massacre at the Stadium,MOVIE,2019,,64,"['documentation', 'drama']",['CL'],,tt9587636,7.2
Iliza Shlesinger: Unveiled,MOVIE,2019,,78,['comedy'],['US'],,tt11163008,6.5
Door Ke Darshan,MOVIE,2020,,114,"['drama', 'comedy']",['IN'],,,
Motichoor Chaknachoor,MOVIE,2019,,150,"['comedy', 'romance', 'drama']",['IN'],,tt9172840,5.8
The Match,MOVIE,2020,,96,"['drama', 'european']",['IT'],,,
Any Crybabies Around?,MOVIE,2020,,106,['drama'],['JP'],,tt13082008,6.0
Free Rein: Valentine's Day,MOVIE,2019,,50,['romance'],['US'],,,
Hasmukh,SHOW,2020,TV-MA,32,"['crime', 'comedy', 'drama']",['IN'],1.0,tt9359294,5.3
Bulletproof 2,MOVIE,2020,,97,"['crime', 'action', 'comedy', 'drama']",['US'],,tt9887580,3.5
The Body,MOVIE,2019,,104,"['thriller', 'comedy']",['IN'],,tt8130904,5.5
ปริศนาล่าข้ามเวลา,SHOW,2019,TV-14,62,[],['TH'],1.0,,
A Little Thing Called First Love,SHOW,2019,,42,"['comedy', 'romance', 'drama']",['CN'],1.0,tt11152058,8.0
A Choo,MOVIE,2020,,101,"['comedy', 'romance', 'fantasy', 'action']",['TW'],,tt12689526,5.4
You Are My Home,MOVIE,2020,,92,['family'],['US'],,,
Uyare,MOVIE,2019,,125,['drama'],['IN'],,tt9271408,8.1
Eeb Allay Ooo!,MOVIE,2020,,97,"['drama', 'comedy']",['IN'],,tt9343754,7.2
The House of Flowers Presents: The Funeral,MOVIE,2019,,35,['comedy'],['MX'],,,
Spookley and the Christmas Kittens,MOVIE,2019,,44,['animation'],['US'],,,
Axone,MOVIE,2019,,96,"['drama', 'comedy']",['IN'],,tt8747548,6.9
Twogether,SHOW,2020,,0,['reality'],[],1.0,tt12486430,8.4
Choked: Paisa Bolta Hai,MOVIE,2020,,114,"['drama', 'thriller']",['IN'],,tt11651780,5.7
Tiffany Haddish Presents: They Ready,SHOW,2019,TV-14,23,"['comedy', 'reality']",['US'],2.0,tt10085386,6.5
Afonso Padilha: Classless,MOVIE,2020,,63,['comedy'],['BR'],,tt12930476,6.9
Irandam Ulagaporin Kadaisi Gundu,MOVIE,2019,,141,"['drama', 'thriller']",['IN'],,tt10996896,7.2
A Queen Is Born,SHOW,2020,,44,['reality'],['BR'],1.0,tt12571792,5.9
Antoine Griezmann: The Making of a Legend,MOVIE,2019,,60,"['documentation', 'sport']",['FR'],,tt9817308,6.5
Mundina Nildana,MOVIE,2019,,106,"['romance', 'comedy', 'drama']",['IN'],,tt10882938,6.2
A Go! Go! Cory Carson Halloween,MOVIE,2020,G,21,"['family', 'animation', 'horror']",[],,tt13058374,6.3
Go! The Unforgettable Party,MOVIE,2019,,60,"['music', 'family']",['AR'],,tt11162974,5.0
Scarecrow,MOVIE,2019,,126,['comedy'],['EG'],,,
Edoardo Ferrario: Temi Caldi,MOVIE,2019,,65,['comedy'],['IT'],,tt9861498,6.4
Sky Tour: The Movie,MOVIE,2020,,94,"['documentation', 'music']",[],,tt12486200,8.8
Tiffany Haddish: Black Mitzvah,MOVIE,2019,,55,['comedy'],['US'],,tt8882390,6.2
Birders,MOVIE,2019,,37,['documentation'],"['MX', 'US']",,,
Sing On! Spain,SHOW,2020,TV-G,39,"['music', 'reality']",['ES'],1.0,tt11698668,6.0
Aziza,MOVIE,2019,,13,"['comedy', 'drama']",['LB'],,,
Sillu Karupatti,MOVIE,2019,G,138,"['drama', 'romance']",['IN'],,tt9614988,8.0
Michelle Buteau: Welcome to Buteaupia,MOVIE,2020,,58,['comedy'],[],,,
The Lost Okoroshi,MOVIE,2020,,94,"['action', 'drama']",['NG'],,tt10888456,5.8
Cooked With Cannabis,SHOW,2020,TV-MA,37,['reality'],['US'],1.0,tt12176398,6.5
Kappela,MOVIE,2020,,113,"['comedy', 'romance']",['IN'],,tt11230868,7.5
Adam Devine: Best Time of Our Lives,MOVIE,2019,PG-13,58,['comedy'],['US'],,tt10376844,5.9
Mo Gilligan: Momentum,MOVIE,2019,,64,['comedy'],['GB'],,tt10847330,6.3
Uncovered,MOVIE,2019,,95,"['drama', 'thriller', 'action']",['ZA'],,tt12499674,4.8
London Hughes: To Catch A D*ck,MOVIE,2020,,60,['comedy'],['US'],,tt13528526,4.7
Kandasamys: The Wedding,MOVIE,2019,,98,['comedy'],['ZA'],,tt10217780,6.0
Velvet Colección: Grand Finale,MOVIE,2020,,82,"['comedy', 'romance']","['US', 'ES']",,tt16672800,7.2
Dark City Beneath the Beat,MOVIE,2020,,65,"['music', 'documentation']",['US'],,tt11916314,6.7
Redemption,MOVIE,2019,,100,"['action', 'drama', 'thriller']",['MZ'],,tt8870574,6.0
Mi amigo Alexis,MOVIE,2019,,100,"['comedy', 'drama', 'family', 'sport']",['CL'],,tt9747396,5.1
Oldsters,SHOW,2020,TV-MA,48,['comedy'],['CL'],1.0,,
Citation,MOVIE,2020,,151,"['thriller', 'drama']",['NG'],,tt11481312,6.1
Voices of Fire,SHOW,2020,TV-PG,36,"['music', 'reality']",['US'],1.0,tt13329282,6.8
Hot Gimmick: Girl Meets Boy,MOVIE,2019,,119,"['romance', 'drama']",['JP'],,,
Larry Charles' Dangerous World of Comedy,SHOW,2019,TV-MA,0,"['documentation', 'comedy']",['US'],1.0,tt9654082,7.3
Whindersson Nunes: Adulto,MOVIE,2019,,68,['comedy'],['BR'],,tt10656112,7.0
No hay tiempo para la vergüenza,SHOW,2019,,44,['reality'],[],1.0,tt11215130,5.7
นางสาวก้นครัว,SHOW,2019,TV-14,48,[],['TH'],1.0,,
Bhangra Paa Le,MOVIE,2020,,131,"['music', 'comedy', 'drama']",['IN'],,tt9766280,6.2
Anelka: Misunderstood,MOVIE,2020,,94,"['documentation', 'sport']",['FR'],,tt12724622,6.4
Fadily Camara: La plus drôle de tes copines,MOVIE,2019,,54,['comedy'],['FR'],,tt11168150,5.7
Saverio Raimondo: Il Satiro Parlante,MOVIE,2019,PG-13,53,['comedy'],[],,tt10242216,5.6
Thambi,MOVIE,2019,,150,['thriller'],['IN'],,,
Òlòtūré,MOVIE,2019,,106,"['drama', 'crime']",['NG'],,tt9725830,5.5
La Vocera,MOVIE,2020,,82,['documentation'],['MX'],,tt13532214,7.2
Money Trap,MOVIE,2019,,121,"['crime', 'comedy']",['TR'],,tt8442644,6.0
"Rob Schneider: Asian Momma, Mexican Kids",MOVIE,2020,,44,['comedy'],['US'],,tt12724632,5.5
Kill Me If You Dare,MOVIE,2019,,104,"['comedy', 'romance']",['TR'],,tt9749604,4.4
Seriously Single,MOVIE,2020,,107,"['romance', 'comedy']",['ZA'],,tt11010144,4.4
Legend Quest: Masters of Myth,SHOW,2019,TV-Y7,25,"['action', 'animation']",['MX'],1.0,tt10228032,7.6
Badanamu Stories,SHOW,2020,TV-Y,13,['animation'],[],1.0,tt14857600,3.4
Super Monsters: Vida's First Halloween,MOVIE,2019,,24,['animation'],[],,tt10927576,5.9
Alex Fernández: The Best Comedian in the World,MOVIE,2020,,51,['comedy'],['MX'],,tt11497900,6.2
Still Laugh-In: The Stars Celebrate,MOVIE,2019,,60,"['comedy', 'music']",[],,tt9880234,5.2
Asura Guru,MOVIE,2020,,120,"['crime', 'thriller', 'action']",['IN'],,tt8011344,3.2
Hong Kong West Side Stories,SHOW,2019,TV-MA,23,"['drama', 'comedy']",['HK'],2.0,tt10284430,5.7
Lift Like a Girl,MOVIE,2020,,93,['documentation'],"['DK', 'EG', 'DE']",,tt7240536,7.8
Wanted - Matloubin,MOVIE,2019,,90,"['comedy', 'drama']",['LB'],,tt9194246,7.2
Francesco De Carlo: Cose di Questo Mondo,MOVIE,2019,,61,['comedy'],[],,tt10087952,6.3
Gone,MOVIE,2020,,15,"['horror', 'drama']",['AU'],,tt15140954,7.1
Charlie's Colorforms City,SHOW,2019,TV-Y,23,"['animation', 'family']",['US'],4.0,tt8115672,7.0
The Legend of White Snake,SHOW,2019,TV-14,46,"['scifi', 'drama', 'fantasy']",['CN'],1.0,tt10628250,7.4
A Family Reunion Christmas,MOVIE,2019,,29,"['comedy', 'family']",['US'],,tt11193888,5.8
캐치! 티니핑,SHOW,2020,TV-Y,12,[],[],2.0,,
Miss India,MOVIE,2020,,136,['drama'],['IN'],,,
Mayday Life,MOVIE,2019,,112,"['documentation', 'music']",['TW'],,tt10346206,6.7
Voiceless,MOVIE,2020,,120,['thriller'],[],,tt13149312,6.8
Mujeres arriba,MOVIE,2020,,100,"['comedy', 'romance']",['CL'],,tt10349240,3.8
Ricardo Quevedo: los amargados somos más,MOVIE,2019,,58,['comedy'],[],,tt10027954,7.3
Bangkok Love Stories: Plead,SHOW,2019,,44,['drama'],['TH'],1.0,tt10438656,7.3
Guna 369,MOVIE,2019,,146,"['romance', 'drama']",['IN'],,tt1477110,6.7
RattleSnake: The Ahanna Story,MOVIE,2020,,135,['drama'],[],,tt13890834,5.3
Dino Girl Gauko,SHOW,2019,,9,"['animation', 'comedy', 'family', 'fantasy', 'scifi']",['JP'],2.0,tt10380814,6.6
Léa & I,MOVIE,2019,,84,['documentation'],['US'],,tt9382396,6.5
Bookmarks: Celebrating Black Voices,SHOW,2020,TV-G,7,['family'],['US'],1.0,tt12923664,5.0
"No andaba muerto, estaba de parranda",MOVIE,2020,,90,['comedy'],[],,tt12263440,5.2
Hikaru Utada Laughter in the Dark Tour 2018,MOVIE,2019,G,141,"['documentation', 'music']",['JP'],,tt10556746,8.3
The Netflix Afterparty: The Best Shows of The Worst Year,MOVIE,2020,,59,['documentation'],['US'],,,
George Lopez: We'll Do It for Half,MOVIE,2020,,51,['comedy'],['US'],,tt12358794,5.7
Spirit Riding Free: Spirit of Christmas,MOVIE,2019,PG,45,"['animation', 'action', 'comedy', 'drama', 'family']",['US'],,tt11313068,5.2
Maska,MOVIE,2020,,111,"['comedy', 'drama', 'romance']",['IN'],,tt11953628,5.8
Sexy Central,SHOW,2019,TV-MA,30,['comedy'],['HK'],1.0,,
The Letter Reader,MOVIE,2019,,29,['drama'],['ZA'],,,
Class of '83,MOVIE,2020,,98,"['crime', 'action', 'drama', 'thriller']",['IN'],,tt10230422,5.8
True: Wuzzle Wegg Day,MOVIE,2020,,23,['animation'],['CA'],,,
The Car: Road to Revenge,MOVIE,2019,,89,"['thriller', 'action', 'horror']",['US'],,tt9382596,4.0
Vir Das: For India,MOVIE,2020,,75,['comedy'],['IN'],,tt11611314,7.7
Mike Epps: Only One Mike,MOVIE,2019,,63,['comedy'],['US'],,tt10376958,4.7
Revenge of the Pontianak,MOVIE,2019,,92,"['romance', 'horror']","['SG', 'MY']",,tt9113332,5.3
Night on Earth: Shot in the Dark,MOVIE,2020,,59,['documentation'],[],,tt12687448,7.8
Love and Fury,MOVIE,2020,,93,['documentation'],[],,tt11960940,6.8
Thomas & Friends: Marvelous Machinery,MOVIE,2020,,59,"['family', 'fantasy', 'animation', 'action']",[],,tt12692980,6.1
Thomas & Friends: Digs & Discoveries,MOVIE,2019,,64,['animation'],[],,,
The Path of the Anaconda,MOVIE,2019,,73,['documentation'],['CO'],,tt10577906,6.8
Quam's Money,MOVIE,2020,,114,['action'],['NG'],,,
Super Monsters: The New Class,MOVIE,2020,,24,['animation'],['CA'],,,
Aaviri,MOVIE,2019,,113,"['thriller', 'drama']",['IN'],,tt10081210,4.0
Chaman Bahar,MOVIE,2020,,111,"['drama', 'comedy']",['IN'],,tt8747450,7.0
Dorasani,MOVIE,2019,,130,"['drama', 'romance']",['IN'],,tt10369210,5.8
StarBeam: Halloween Hero,MOVIE,2020,,33,['animation'],['CA'],,,
Kaake Da Viyah,MOVIE,2019,,133,"['comedy', 'romance']",['IN'],,tt8852408,5.0
Yeh Ballet,MOVIE,2020,PG-13,117,['drama'],['IN'],,tt10230436,7.5
Super Monsters Furever Friends,MOVIE,2019,,58,"['fantasy', 'animation']",[],,tt10087988,5.7
Super Monsters Back to School,MOVIE,2019,,23,['animation'],"['CA', 'US']",,tt10687588,6.2
Whipped,MOVIE,2020,,97,['romance'],['ID'],,,
Cairo's Class,SHOW,2019,TV-14,33,['drama'],['KW'],1.0,,
Marjoun and the Flying Headscarf,MOVIE,2019,,84,['drama'],"['US', 'NL', 'CA', 'LB']",,tt10399342,6.8
Arashi's Diary: Voyage,SHOW,2019,TV-Y7,31,"['documentation', 'music']",['JP'],1.0,tt11434874,7.7
True: Friendship Day,MOVIE,2020,,23,"['animation', 'family']",['CA'],,tt12855976,6.8
"Hello, Privilege. It's Me, Chelsea",MOVIE,2019,,64,['documentation'],['US'],,tt10847138,4.5
Go! Go! Cory Carson: The Chrissy,MOVIE,2020,G,42,['animation'],"['JP', 'US', 'FR']",,,
Maradona's Legs,MOVIE,2019,,24,['drama'],"['AF', 'DE', 'PS']",,,
Bombay Rose,MOVIE,2019,PG-13,97,"['romance', 'animation', 'drama']","['FR', 'IN', 'QA']",,tt8435324,6.2
Thottappan,MOVIE,2019,,140,['drama'],['IN'],,tt9448362,6.9
Luccas Neto em: Uma Babá Muito Esquisita,MOVIE,2019,,75,"['comedy', 'family']",['BR'],,tt14706806,3.0
I'm Leaving Now,MOVIE,2019,,74,"['documentation', 'european']","['MX', 'US']",,tt6541924,6.5
Spirit Riding Free: Ride Along Adventure,MOVIE,2020,,22,"['animation', 'action', 'drama', 'family', 'western', 'comedy']",['US'],,tt13453940,5.9
Encounters,SHOW,2019,TV-PG,22,['comedy'],[],1.0,tt11210142,
El límite infinito,MOVIE,2020,,47,['documentation'],['AR'],,,
Fan Girl,MOVIE,2020,,100,['drama'],['PH'],,tt11091664,6.7
122,MOVIE,2019,R,95,"['horror', 'thriller']",['EG'],,tt7867670,6.2
A Trash Truck Christmas,MOVIE,2020,G,28,"['animation', 'comedy', 'family']",['US'],,tt13458584,5.5
Lugar de Mulher,SHOW,2019,,15,['comedy'],['BR'],1.0,tt11215186,4.7
Mighty Little Bheem: Festival of Colors,SHOW,2020,,6,"['animation', 'comedy']",[],1.0,tt11738790,7.2
"Yours Sincerely, Kanan Gill",MOVIE,2020,,72,['comedy'],['IN'],,tt12055392,7.2
The Zoya Factor,MOVIE,2019,,134,"['romance', 'sport', 'comedy', 'drama']",['IN'],,tt8304386,4.2
Mere Pyare Prime Minister,MOVIE,2019,,104,['drama'],['IN'],,tt8207768,6.8
Daniel Sosa: Maleducado,MOVIE,2019,,54,['comedy'],[],,tt10438652,6.1
A Thousand Goodnights,SHOW,2019,,84,['drama'],['TW'],1.0,tt10370952,8.0
Red Snow,MOVIE,2019,,100,['drama'],['CA'],,tt6670074,4.6
Ibrahim: A Fate to Define,MOVIE,2019,,75,['documentation'],"['PS', 'DK', 'LB']",,tt10777716,7.5
To Be of Service,MOVIE,2019,,88,['documentation'],['US'],,tt10413458,7.3
It Takes a Lunatic,MOVIE,2019,,126,"['documentation', 'drama']","['US', 'GB', 'DE']",,tt11052346,6.6
What are the Odds?,MOVIE,2019,,92,"['drama', 'music', 'documentation']",['IN'],,tt12327140,5.3
Omo Ghetto: The Saga,MOVIE,2020,,110,"['comedy', 'drama', 'action']",[],,tt14099462,7.2
The App,MOVIE,2019,,79,"['scifi', 'thriller', 'drama']",['IT'],,tt11385066,2.7
Amit Tandon: Family Tandoncies,MOVIE,2020,,72,['comedy'],['IN'],,tt11262978,7.0
Belmonte,MOVIE,2019,,75,"['drama', 'comedy', 'european']","['UY', 'MX', 'ES']",,tt8846072,6.1
40 Sticks,MOVIE,2020,,93,"['thriller', 'crime']",[],,tt13483050,6.7
An Unremarkable Christmas,MOVIE,2020,,83,"['comedy', 'drama']",[],,tt13607632,3.2
Who's the Boss,MOVIE,2020,,105,"['comedy', 'romance']",[],,tt13370858,5.6
Love Like the Falling Rain,MOVIE,2020,,86,"['drama', 'romance', 'fantasy']",['ID'],,tt12217814,4.9
Bombairiya,MOVIE,2019,,108,"['crime', 'drama', 'comedy']",['IN'],,tt4971258,4.5
"Hello, Love, Goodbye",MOVIE,2019,,118,"['drama', 'romance']","['HK', 'PH']",,tt10156112,7.4
Kilometers and Kilometers,MOVIE,2020,,129,"['drama', 'comedy']",['IN'],,tt7268736,6.4
Love for Sale 2,MOVIE,2019,,92,"['drama', 'romance']",['ID'],,tt10643938,7.0
Liss Pereira: Reteniendo Liquidos,MOVIE,2019,,59,['comedy'],[],,tt10018436,6.4
Los Tigres del Norte at Folsom Prison,MOVIE,2019,,64,"['documentation', 'music']",['US'],,tt10857582,7.0
Cops and Robbers,MOVIE,2020,PG-13,8,['animation'],['US'],,tt13322484,6.9
Nailed It! Germany,SHOW,2020,TV-14,35,['reality'],['DE'],1.0,tt11460744,5.7
Sarvam Thaala Mayam,MOVIE,2019,PG,133,"['drama', 'music']",['IN'],,tt8319768,7.6
Miranda Sings Live... Your Welcome,MOVIE,2019,,61,['comedy'],['US'],,tt9557190,5.5
Jeff Garlin: Our Man in Chicago,MOVIE,2019,,58,['comedy'],['GB'],,tt11108064,5.9
Hope Ranch,MOVIE,2020,,81,['family'],['US'],,tt5244812,4.3
Six Windows in the Desert,SHOW,2020,TV-14,21,"['drama', 'comedy', 'history', 'scifi']",['SA'],1.0,tt11874042,4.3
Isa Pa with Feelings,MOVIE,2019,,102,"['comedy', 'romance', 'drama']",['PH'],,tt10555482,7.9
Scams,SHOW,2019,,24,"['action', 'crime', 'drama']",['JP'],1.0,tt10448486,6.4
Kasanova,MOVIE,2019,,115,"['romance', 'drama']",['NG'],,tt10887282,6.7
Reframe THEATER EXPERIENCE with you,MOVIE,2020,,84,['music'],['JP'],,,
K. D.,MOVIE,2019,,119,['drama'],['IN'],,tt8747560,8.5
Zulu Man in Japan,MOVIE,2020,,44,['documentation'],['ZA'],,,
We Are One,MOVIE,2020,,86,['documentation'],['FR'],,tt12588398,4.6
Cuddle Weather,MOVIE,2019,,95,['drama'],['PH'],,,
"Martin Matte: La vie, la mort... eh la la..!",MOVIE,2019,,61,['comedy'],['CA'],,tt10965252,6.5
Small Chops,MOVIE,2020,,98,['drama'],['NG'],,tt11822492,2.9
Finding Agnes,MOVIE,2020,,105,['drama'],['PH'],,tt13328840,4.9
Elf Pets: Santa's Reindeer Rescue,MOVIE,2020,,26,['animation'],[],,,
Emily's Wonder Lab,SHOW,2020,,13,[],['US'],1.0,,
Rhys Nicholson: Live at the Athenaeum,MOVIE,2020,,65,['comedy'],[],,tt13583120,7.6
Perfume Imaginary Museum “Time Warp”,MOVIE,2020,,53,['music'],['JP'],,tt15127976,6.5
Pegasus,MOVIE,2019,,98,"['comedy', 'fantasy', 'sport']",['CN'],,tt9597190,6.3
Kannum Kannum Kollaiyadithaal,MOVIE,2020,,162,"['comedy', 'drama', 'romance', 'thriller']",['IN'],,tt8042292,7.7
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,MOVIE,2019,,45,['documentation'],['JP'],,,
